"Tossup Question","Answer","Category","Author","Edited","Packet","Question Number","Comments","Id"
"One character in this opera sings ""Pura siccome un angelo /"" while attempting to persuade the title character to break off a relationship for the sake of his daughter. During another episode in this opera, Gastone and the chorus sing of a bold matador from Spain named Piquillo. After one character in this opera claims that his love is ""torture, torture and delight,"" his devotee replies that she can only offer friendship before agreeing to see him again when a (*) camellia she gave him has faded. In another scene from this opera, one character is scolded by his father Giorgio after he throws money that he won from Baron Douphol at a former lover in a fit of rage. Earlier in this opera, Alfredo sings ""Libiamo ne' lieti calici"", a ~brindisi~ or a drinking song, at a party. For 10 points, name this Verdi opera about that ends with the death of the title courtesan, Violetta Valéry.","_~La Traviata~_ [prompt on __The Fallen Woman__ ]","Arts - Other Auditory","Bubolz","False","Packet 14","999","joesu235: smoothed out the ending||Hbunker: anyone know italian for pronunciation guides?||","13815"
"Minerals called kharitonchiki (kar-ee-tone-cheek-ee) are found around these locations. The flag of an island that was used as one of this locations includes text stating that ""everything is in the hands of God"". The Sukhoy Nos cape was one of these locations which also include one nicknamed ""The Polygon"" at Semipalatinsk.  A point in the Indian Ocean between the Crozet and Prince Edward Islands may have been one of these locations. The remnants of an object called (*) ""Jumbo"" now lie in the parking lot serving one of these locations. One of these locations in Pokhran was the site of Operation Smiling Buddha. Japanese news agencies reported in 2017 that hundreds of workers were killed in a tunnel collapse at one of these locations, Punggye-ri. The Trinity site was the first of, for 10 points, what locations where explosive devices such as those dropped on Hiroshima were experimented on?","_nuclear testing sites_ [accept any answer indicating that these are locations where _nuclear explosions_ or _nuclear bomb tests_ took place; prompt on __missile range__ or __bomb range__ or __bomb testing site__ or __military base__ or other answers that indicate some sort of explosives but do not mention that they were _nuclear_]","Geography - Geography","Thompson","False","Packet 14","999","Hbunker: move containment vessel way down||","13823"
"This island's ancient polyphonic singing tradition of ~cantu a tenòre~ attracted the attention of Peter Gabriel, who produced an album by its Tenores di Bitti. This island's flag depicts a red cross which divides the background into four parts, each of which contains a depiction of a Moor's head. This island is dotted by ancient holy wells which typically contain steps leading down to a conical chamber, as well as by large tombs called ""giants' graves."" Those structures were built by a civilization best known for constructing circular stone towers called (*) ~nuraghe~. Cagliari is the largest city on this island, which is the southernmost of the two large islands on the west side of the Tyrrhenian Sea. For 10 points, name this Mediterranean island owned by Italy, which lies just south of Corsica.","_Sardinia_","Geography - Geography","Thompson","False","Packet 12","999","","13824"
"The Steese Highway terminates at the town of Circle on this river. The town of Bethel is a service center for this river's delta region, which it shares with that of the Kuskokwim River. One of the four permanent road bridges over this river crosses it in the town of Carmacks. The Top of the World Highway's eastern terminus is a car ferry across this river just north of (*) Dawson City. The damming of this river led to the submerging of White Horse Rapids, after which one of the largest cities on this river is named. This river's tributaries include the Tanana River, which flows past Fairbanks, as well as the Klondike River. For 10 points, name this longest river in Alaska, which shares its name with a territory of Canada.","_Yukon_ River","Geography - Geography","Thompson","False","Packet 04","999","","13826"
"One rumor that resulted from this conflict speculated that Gaius Marius the Younger had slain Lucius Porcius Cato, because Lucius Porcius Cato had claimed that his victory at Fucine Lake was superior to the prior Roman victory at Cimbri. One side in this conflict established a new senate and consulate in the Paeglini town of (*) Corfinium. That side was led by two generals, Pompaedius Silo and Gaius Papius Mutilus. During this conflict, Mutilus's advance into Campania prompted concessions including the ~Lex Plautia Papiria~ and the ~Lex Julia~, which offered citizenship to non-Romans who had rebelled during it. One policy that might have prevented this conflict was soundly rejected by the Senate before its sponsor, Marcus Livius Drusus was executed. For 10 points, name this 91 B.C. conflict where Rome's Italian allies rose in rebellion over their lack of citizenship rights. ","the _Social War_ [or the _War of the Allies_ or the _Marsic War_ or the _Italic War_]","History - Other","Bubolz","False","Packet 11","999","Hbunker: this tossup is about 100 characters too long. I'd cut a sentence. The sentences are also very long in general so try to avoid some of the more awkward wording like ""the latter..."" and 30 word sentences.||Hbunker: ""To celebrate victories during this conflict, Gnaeus Pompeius Strabo organized a Triumph days before he tenure as Consul ended."" cut||","13827"
"At one battle during this war, an English soldier ran in front of his lines to drink a toast to the opposing French and invite them to fire first. The Treaty of Dresden ended one phase in this war. The priest Jean-Louis Le Loutre directed a campaign of Native American allies against English colonies during this war. French victories during this war including the Battle of Fontenoy were led by the Comte de (*) Saxe. A Prussian army won the Battle of Hohenfriedberg during this war. This war was known as King George's War in the Americas. This war began after a neighboring country rejected Charles III's attempt to gain recognition for the Pragmatic Sanction and ended in the treaty of Aix-la-Chapelle. For 10 points, name this war in which the title question was resolved by the ascension of Maria Theresa acceding to the throne. ","War of the _Austrian Succession_ [Accept _King George's_ War, _First Silesian_ War, _Second Silesian_ War]","History - Euro","Myers","False","Packet 10","999","","13835"
"This city was the smaller of two polities to sign the Treaty of Nymphaeum. The Fieschi family led a conspiracy against one military leader from this city that ended in the murder of his nephew. One military leader from this city won the Battle of Pianosa. This city controlled colonies in the ports of Vosporo and Theodosia. This city's government established the Bank (*) of St. George. This city was led for much of its history by the Boccanegra family and was the home of admiral Andrea Doria. This city attacked one of its rivals in the War of Chioggia. This city controlled the island of Corsica to its South for much of its history. For 10 points, name this city, a center of trade on the Ligurian Sea and the birthplace of Christopher Columbus. ","Republic of _Genoa_","History - Euro","Myers","False","Packet 04","999","","13836"
"The Soviet propaganda film ~Why did I do that?~ tconcerned this practice. In another country, ~decretsei~ were created due to a ban on this practice. In that country, Decree 770 banned this practice. One holocaust survivor sarcastically apologized for being a woman addressing an all-male assembly before a speech defending this practice. This practice was legalized in the USSR in 1920, banned in 1936, and relegalized in 1956.  The death of Savita (*) Halappanavar led to demand for a referendum on legalizing this practice in another country. Nicolae Ceausescu enacted a total ban on this practice in Romania in 1966. The health minister Simone Veil names a French law that legalized this practice. Article 9 of the Irish constitution, which banned this practice, was repealed by a 2018 referendum. For 10 points, name this practice in which a woman can elect to not go through with a pregnancy. ","_Abortion_ [accept _contraception_ before ""1920"", prompt afterward]","History - Euro","Myers","False","Packet 14","999","","13839"
"One queen of this empire, Qasa, attempted a coup against her husband in favor of his cousin but was found out when a slave girl who served them as a messenger defected. One law code of this empire established a class of blacksmiths called ~nyamakalaw~ as royal advisors. One ruler of this empire dispatched a fleet of 300 ships to the west that may have reached America. This empire rose to prominence by defeating the Sosso (*) kingdom at the Battle of Kirina. This empire was partially governed by an assembly called the ~gbara~ whose role was set out in the Kouroukan Fouga. One ruler of this empire caused a fall in the price of gold in Cairo by spending so heavily during his ~hajj~. For 10 points, name this empire ruled by monarchs including Mansa Musa.","_Mali_","History - World","Myers","False","Packet 10","999","","13842"
"One member of this group nicknamed ""mother of the poor"", while another, a wealthy merchant nicknamed ""the pure one"", married her second husband after hiring him as one of her agents. One member of this group came under suspicion of adultery after staying behind a caravan to pick up a necklace she had lost. The Battle of the (*) Camel is named for an animal one member of this group rode while losing that battle. The only Jewish member of this group joined it after she was abducted as part of an attack on the Banu Qurayza tribe. Several members of this group joined it after a war with the Quraysh left a multitude of widows that it was the leader's responsibility to care for. For 10 points, name these people who included Aisha and Khadija and married a prophet who received a revelation from Jibril on Mt. Hira. ","_Muhammad's wives_ [prompt on __women__, __Muslim women__, __Muslims__]","History - World","Myers","False","Packet 11","999","","13850"
"This country's military fought a guerrilla group led by Herman Toivo ja Toivo until his imprisonment in this country. One imprisoned former secret policeman from this country who led a unit called C10 is nicknamed ""Prime Evil"". The ""Muldergate"" scandal occurred in this country when information minister Connie Mulder used government funds to set up a newspaper supporting his party.  This country intervened in a neighboring country's civil war in Operation Savannah. The (*) BOSS secret police service operated in this country. It's not Israel, but this country likely detonated a nuclear weapon in the Velas Incident. This country's military fought insurgent groups such as SWAPO and Umkhonto we Sizwe. It's not Germany, but this country's military often trained in its former territory of Namibia. For 10 points, name this country where the secret police frequently retaliated against anti-apartheid groups.","Union of _South Africa_ [Accept _SA_]","History - Other","Myers","False","Packet 13","999","","13852"
"The ""Bloody Letter"" was written by a revolutionary from this country declaring its independence.  One prime minister of this country was assassinated by the rebel group IMRO. Civilians in this country were targeted by irregular troops called Bashi-Bazouks during an 1878 campaign. At the end of World War I, this country signed the treaty of Neuilly(*) -sur-Seine. During that war, this country was led by its Tsar Ferdinand I and lost the region of Dobruja to its Northern neighbor and Western Thrace to its Southern neighbor. This country was the target of a coalition of its neighbors in the Second Balkan War. For 10 points, name this country that lost land after siding with the Central Powers and attacking its neighbor, Serbia, during World War I. ","_Bulgaria_","History - Euro","Myers","False","Packet 13","999","","13855"
"One monarch of this empire was overthrown by his brother after giving up his queen, the noted scholar Dhruvadevi, to a neighboring king. One ruler of this empire annexed the territory of the Western Satraps and the Scythian-descended Shaka people. This empire was visited by the Buddhist pilgrim Faxian. This empire fell to an invasion of the Hunas, or (*) Hephthalites. A rump state of this empire was conquered by Harsha in the 7th century. This empire patronized poets including Kalidasa. It wasn't ruled by Ashoka, but this empire developed out of the Kingdom of Maghada and had its capital at Pataliputra. For 10 points, name this empire founded by Chandra that controlled Northern India from the 4th to 6th centuries CE.","_Gupta_ Empire","History - World","Myers","False","Packet 12","999","","13857"
"One politician from this country gained popularity after holding the skull of a murdered plantation worker aloft in its congress. That politician was later assassinated by a man whose killing by a lynch mob soon after has triggered conspiracy theories that he did not act alone, Juan Roa Sierra. The leader of the liberal side of a civil war in this country was assassinated with an ax after surrendering. That leader was Rafael Uribe Uribe (~note: not a typo~), and that war was the War of a Thousand (*) Days. The spanish suffix -azo was first used to denote an urban uprising in this country's capital. The assassination of Jose Eliecer Gaitan in this country led to a civil war called La Violencia, which led to the rise of leftist guerrilla groups including the ELN. After declaring independence (emphasize) ~from~ this country, another country signed a treaty with John Hay to cede land for building a canal to the US. For 10 points, name this country that Panama seceded from in 1905.","_Colombia_","History - World","Myers","False","Packet 14","999","","13860"
"The Kasubi Tombs were built to house the monarchs of one precolonial kingdom in this country. One ruler of that kingdom was nicknamed ""King Freddy"". It's not Rhodesia, but supporters of that kingdom in the Luwero Triangle were targeted by one leader of this country during a ""Bush War"" fought against the NRA. That kingdom was led by a series of rulers named Mutesa. This country was home to the precolonial kingdom of Bunyoro, which controlled trade in the Lake (*) Albert Basin. This country was led on two separate occasions by Apollo Milton Obote. Archbishop Janani Luwum was assassinated by the State Research Bureau in this country. For 10 points, name this country where the Buganda Kingdom was centered on Kampala.","_Uganda_","History - World","Myers","False","Packet 13","999","","13861"
"A 2000 coup by Frank Bainimarama overthrew a prime minister who is part of this country's diaspora. Janet Jagan led one ethnic group named for this country in a political struggle against people of African descent led by Forbes Burnham after the death of her husband, Cheddi. One politician from this modern country ignited a protest movement when he refused to move out of a whites-only car on a train from (*) Durban to Pietermaritzburg. The large population of immigrants from this country in Mauritius makes it a popular tourist destination for people from this country. The Parsi Dadabhai Naoroji was the first person from this country to be elected MP in the UK. For 10 points, name this country whose diaspora speaks languages such as Bhojpuri and Fiji Hindi, the home country of Mohandas Gandhi.","Republic of _India_ [accept _Bharat_]","History - World","Myers","False","Packet 14","999","","13862"
"A city in what was then this country names a massive mortar commissioned by the Ethiopian emperor Tewodros II. This country briefly established an outpost named for its capital at Sagallo in Djibouti. A coalition of Itelmen, Korak, and Yukaghir mounted an uprising against this country's rule in the 1740s. Constantine Kaufman led an expeditionary force from this country that defeated leaders including Yakub Beg. This country's forces were victorious in a war during which (*) Kuchum was killed, and this country occupied Kokand and Khiva in the late 19th century. This country employed the general Yermak to conquer a state on its Eastern border. This country employed the explorer Vitus Bering to map a region that it would later colonize. For 10 points, name this country that conquered the khanate of Sibir, which is the namesake of its Asian region.","_Russia_n Empire","History - World","Myers","False","Packet 10","999","Hbunker: just wanted to say I really like this idea||","13863"

"Bonus Leadin","Bonus Part 1","Bonus Answer 1","Bonus Part 2","Bonus Answer 2","Bonus Part 3","Bonus Answer 3","Category","Author","Edited","Packet","Question Number","Comments","Id"
"Answer the following about generally discredited theories that various celestial bodies are actually hollow, for 10 points each.","Edmund Halley proposed that the Earth consisted of four concentric shells, and that this phenomenon was the result of gas leaking from the lower shells. In reality, this phenomenon is caused by the ionization of particles by solar wind.","_aurora_ borealis [or _aurora_ australis, or _northern lights_, or _southern lights_, or _polar lights_]","A briefly popular theory claimed that the Moon was hollow, drawing evidence from the fact that it supposedly ""rang like a bell"" when these events occurred. The ""thermal"" variety of these events are caused by the sun's light causing expansion of the crust.","_moonquake_s [or just _quake_s","This moon's unusual orbital parameters led Shklovsky to claim that it is hollow, but more accurate measurements disproved that theory. At about 6 thousand kilometers, this moon's orbit is closer to its planet than any other known moon.","_Phobos_","Science - Astro","Thompson","True","Packet 01","999","Hbunker: Don't know much about astro, but how gettable is the third part? This seems like a bonus with two gimme parts and an impossible part on its face. I like the idea though.||CPiGuy: ""phobos is hollow"" is probably a fine hard part, but I think I made the moonquakes too easy, yeah||CPiGuy: edited to make the first part harder||CPiGuy: still has two easy parts||emukherj: Just make this a bonus on astroseismology (moonquakes easy/ glitches||","9578"
"This event's perpetrator was angered by the mayor's decision to appoint Don Horanzy to the seat he had previously held. For 10 points each:","Identify this event in which Dan White, a recently retired member of the Board of Supervisors, shot the mayor and a rival member of the board. White's subsequent conviction for manslaughter rather than murder sparked the so-called White Night riots.","the _assassination_ of George _Moscone_ and Harvey _Milk_ [accept anything mentioning _kill_ing and ~either~ _Milk_ or _Moscone_]","Following the shooting, Milk's body was discovered by this politician who was then the president of the Board of Supervisors. This politician replaced Moscone as mayor, eventually being elected in her own right to two full terms.","Dianne _Feinstein_","The assassinations of Moscone and Milk took place in this Bay Area California city.","_San Francisco_","History - US","Thompson","False","Packet 12","999","Hbunker: change second part to something else||","9586"
"The protagonist of this novella works in a library, where a black boy comes in every day to look at a book of paintings by Gauguin. For 10 points each:","Name this novella, titled for a song sung at a college graduation ceremony. It is collected in its title volume with short stories such as ""You Can't Tell a Man by the Song He Sings.""","_~Goodbye, Columbus~_","~Goodbye, Columbus~ is by this Jewish-American author of ~Portnoy's Complaint~.","Philip Milton _Roth_","In ""You Can't Tell a Man by the Song He Sings,"" it is revealed that the teacher Russo had been a member of this group in college. One of Roth's Zuckerman novels is titled for the tell-all memoir Eve Frame writes about her marriage to Ira Ringold, a member of this group.","_Communist_ Party of the United States of America [or _Communists_; accept _~I Married a Communist~_; accept _Marxist_s]","Literature - American","Hankin","False","Packet 05","999","","9588"
"This character does not get to finish telling the story of Sir Thopas before the Host interrupts him to tell him that his rhymes suck. For 10 points each:","Name this character, who then gives a long and boring prose account of Melibee and his wife Prudence.","_Geoffrey_ _Chaucer_ [accept either name; prompt on the __narrator__ or similar answers]","The character Chaucer serves as the frame narrator of this collection by the real-life Geoffrey Chaucer, in which a group of pilgrims traveling to the shrine of Thomas Becket tell each other stories.","~The _Canterbury Tales_~ [or _~Tales of Canterbury~_]","Chaucer the character isn't just a bad rhymer: in the prologue, he offers this excuse as to why he may not have ordered the pilgrims in his tales by their proper rank. A description is acceptable.","""My _wit is short_, ye may wel understonde"" [accept any answers indicating that he is _stupid_]","Literature - British","Hankin","False","Packet 05","999","","9589"
"Debate over this legislation hinged on certain institutions that the Constitution says Congress ""may from time to time ordain and establish."" For 10 points each:","Name this first bill ever introduced in the U.S. Senate, which also created the office of U.S. attorney general.","_Judiciary Act_ of _1789_ [or ~An _Act to Establish the Federal Courts of the United States_~; prompt with ""I need the year"" on __Judiciary Act__]","Part of the Judiciary Act of 1789 was ruled unconstitutional in this 1803 Supreme Court case, a decision of the Marshall court that also established judicial review.","~_Marbury_ v. Madison~","Ironically, it was Marshall who had failed to deliver Marbury his commission while he was both chief justice and holder of this cabinet position. Marshall was succeeded in this post by none other than James Madison.","secretary of _state_","History - US","Hankin","False","Packet 13","999","","9590"
"In this speech, the title question was answered with ""a day that reveals to him, more than all other days in the year, the gross injustice and cruelty to which he is the constant victim."" For 10 points each:","Name this speech, which declared ""your shout of liberty and equality"" to be ""hollow mockery,"" and that ""[t]here is not a nation on the earth guilty of practices more shocking and bloody"" than the United States.","""_What, to the slave, is the Fourth of July?_"" [or ""_What, to a slave, is the Fourth of July?_""]","""What, to the slave, is the Fourth of July?"" was a speech given by this man, who wrote a ~Narrative~ of his life as ""an American slave"" and founded the abolitionist newspaper ~The North Star~. ","Frederick _Douglass_ [or Frederick Augustus Washington _Bailey_]","During the Civil War, two of Douglass's sons served in this black regiment. Robert Gould Shaw led this regiment in an attack on Fort Wagner. ","_54th Massachusetts_ \(Volunteer Infantry\) Regiment","History - US","Hankin","False","Packet 05","999","CPiGuy: jakob: this bonus needs a hard part||","9591"
"This man led his umbrella labor organization into a 1955 merger with one led by George Meany. For 10 points each:","Name this man, who led the CIO into its merger with the AFL.","Walter Philip _Reuther_","Reuther led the UAW in the ""Battle of the Overpass"" against this man's company. This man pioneered the assembly line to make his Model T, and also ran the column ""The International Jew"" in his ~Dearborn Independent~.","Henry _Ford_ [accept _Ford Motor_ Company]","As Reuther's relationship with Meany worsened, he withdrew the UAW from the AFL-CIO and allied it with this union in an ""Alliance for Labor Action."" This union had been expelled from the AFL-CIO in 1958 because of its corruption, an unsurprising consequence of having James Hoffa as its president.","_Teamster_s union [accept _International Brotherhood of Teamsters_, Chauffeurs, Warehousemen and Helpers of America or _International Brotherhood of Teamsters, Chauffeurs, Stablemen and Helpers of America_; prompt on __IBT__]","History - US","Hankin","False","Packet 04","999","Hbunker: This seems rather easy to me but it's probably okay||","9593"
"For 10 points each, give the following about early fighting in the Korean War -- er, ""police action.""","This American general, who later commanded U.N. forces in the Korean War until Harry Truman fired him, began the piecemeal deployment of U.S. troops. During World War II, he promised the Philippines ""I shall return.""","Douglas _MacArthur_","The U.S. field army of this number was the first to arrive in South Korea, under the command of Walton Walker. It is still stationed in South Korea.","United States _Eight_h Army","The Eighth Army set about defending a ""perimeter"" named for this South Korean Port city. ","_Pusan_ [or _Busan_; accept _Pusan Perimeter_]","History - US","Hankin","False","Packet 08","999","","9594"
"He got one of his noble titles by marrying Anne Beauchamp, and he died at the Battle of Barnet. For 10 points each:","Name this man, who left his captaincy of Calais to lead a coup and capture the king at Northampton. Later the same year, he became the second earl of Salisbury when his father, the first earl, was killed at Wakefield.","Richard _Neville_, 16th earl of _Warwick_ [accept either; prompt on __Kingmaker__]","Neville ""the Kingmaker"" fought for both sides in the 15th-century English wars named for these flowers, which both the Yorkists and Lancastrians had on their banners.","_rose_s","Less than a month after Neville's death, the Lancastrian forces of Margaret of Anjou, wife of Henry VI, were defeated by Edward IV at this April 4, 1471 battle, fought just south of Gloucester.","Battle of _Tewkesbury_","History - Euro","Hankin","False","Packet 02","999","CPiGuy: jakob says: ease up on the hard part||Hbunker: I actually think this is fine difficulty-wise||","9595"
"For 10 points each, give the following about the 1521 Diet of Worms:","It was a hearing for this leader of the Protestant Reformation, who had written 95 Theses against indulgences.","Martin _Luther_","The excommunicated Luther got to have a hearing thanks to the intervention of this elector of Saxony, who was the third of his name and known as ""the Wise."" This man later hid Luther in Wartburg castle.","_Frederick_ III [or _Friedrich_ III; accept _Frederick the Wise_ or _Friedrich der Weise_]","The ""judge"" at the Diet of Worms was the archbishop of Trier, who somehow shared his first and last name with a professor who had debated Luther at the University of Leipzig in 1519. Give either the shared first name or the shared last name of those two men.","_Johann_ _Eck_ [accept either; accept _John_; accept _von Eck_; accept _Johann Maier von Eck_]","History - Euro","Hankin","False","Packet 16","999","","9596"
"After this woman abdicated her throne, she was received by Pope Alexander VII in Rome. For 10 points each:","Name this woman, whose scheme with Cardinal Mazarin and the Duke di Modena to become queen of Naples collapsed during her visit to Fontainebleau, when she had her equerry Marchese Gian Rinaldo Monaldeschi executed for allegedly betraying her plan to the Vatican.","_Christina_ [or _Kristina_]","Christina was a Vasa ruler of this Scandinavian country, succeeding her father, Gustavus Adolphus.","Kingdom of _Sweden_ [or ~Konungariket _Sverige_~]","Christina acceded the throne after Gustavus Adolphus was killed in this 1632 battle of the Thirty Years' War, which also saw the death of Count Pappenheim. ","Battle of _Lützen_","History - Euro","Hankin","False","Packet 10","999","Hbunker: I think this bonus is too easy.||","9598"
"The first bout of fighting centered in this region was ended by the Convention of La Jaunaye. For 10 points each:","Name this region, where the ""Catholic Army"" changed its name to the ""Catholic and Royal Army."" The name change was not enough to prevent defeats at this region's towns of Cholet (shoh-lay) and Savenay.","the _Vendée_","The Vendée revolt prompted this ""incorruptible"" figure of the French Revolution to write that ""one single will"" was needed. This member of the Committee of Public Safety was guillotined in the Thermidorean Reaction.","Maximilien\(-François-Marie-Isidore\) de _Robespierre_","Unrest in the Vendée began with the passage of this 1790 document, which attempted to subordinate the Catholic Church to the state through provisions such as oaths of loyalty. Pope Pius VI condemned it.","_Civil Constitution of the Clergy_ [or _~Constitution Civile Du Clergé~_]","History - Euro","Hankin","False","Packet 04","999","","9599"
"For 10 points each, give the following about the Soviet dissident movement.","It crystalized while the Soviet Union was led by this man, the successor of Nikita Khrushchev.","Leonid \(Ilyich\) _Brezhnev_","Its prominent members included this physicist, who was prevented from leaving the country to receive the 1975 Nobel Peace Prize in person. He now names a prize ""For Freedom of Thought"" awarded by the European Parliament.","Andrey \(Dmitriyevich\) _Sakharov_ [accept _Sakharov Prize_ for Freedom of Thought]","Among those who engaged in dissident activity were Soviet Jews known by this term, referring to the fact that they had been denied permission to emigrate.","_refusenik_s [accept ~_otkaznik_i~] ","History - Euro","Hankin","False","Packet 03","999","","9601"
"For 10 points each, give the following about the Solomonid dynasty.","The Solomonids ruled what is now this country. This country was also home to the kingdom of Axum, and its later ruler Menelik II fought off the Italians at the Battle of Adawa.","Federal Democratic Republic of _Ethiopia_ [or ~_Ityop'iya_ Federalawi Demokrasiyawi Ripeblik~]","The Solomonids' descent from King Solomon and the Queen of Sheba is chronicled in this book, whose title means ""Glory of the Kings."" Its 32nd chapter relates the birth of Menelik I, son of Solomon and the queen.","the _~Kebra Nagast~_","This Solomonid ruler imposed the celebration of two Sabbaths at the 1450 Council of Dabra Mitmaq. He also founded the city of Dabra Berhan, and defeated the Adal sultanate in the 1445 Battle of Gomit.","_Zara Yaqob_","History - World","Hankin","True","Packet 08","999","","9602"
"For 10 points each, give the following about modern additions to the Passover ~seder~.","In addition to the traditional four sons whose questions are answered, some ~seders~ answer a question from a fifth son, who did not survive this event to ask it. Several passages from the ~haggadah~ discussing the fifth child mention the uprising at the Warsaw Ghetto during this event, which began on the first day of Passover.","the _Holocaust_ [or the _Shoah_; prompt on __World War 2__]","To honor Miriam, some place one of these objects on the table. One of these objects is traditionally placed on the table for Elijah.","a _cup_ [accept equivalents]","Various stories credit Susannah Heschel, the daughter of Abraham Joshua Heschel, with introducing this fruit to the ~seder~ plate as a symbol of LGBT people and other marginalized populations.","an _orange_ [accept ~_tapuz_im~]","Religion - Judeo-Christian","Hankin","True","Packet 09","999","CPiGuy: would like to edit this to include fifth child haggadah||CPiGuy: edited, made the easy part more interesting||","9603"
"Versions of this text were compiled in and named for Jerusalem and Babylon. For 10 points each:","Name this text, which pairs a compendium of rabbinic oral law called the ~Mishnah~ with a set of commentaries on the ~Mishnah~ called the ~Gemara~. ","_Talmud_ [accept _Jerusalem Talmud_ or _Palestinian Talmud_ or _Talmud of the Land of Israel_ or _Babylonian Talmud_ or _~Talmud Yerushalmi~_ or _~Talmud de-Eretz Yisrael~_ or _~Talmud Bavli~_; prompt on __~Yerushalmi~__ or __~Bavli~__; prompt on __Six Orders__ \(of the Mishnah\) or ~__Shishha Sidrei__ \(Mishnah\)~ or __~Shas~__]","The Talmud contains lots of stories about this sage, such as one in which he stands on one foot and sums up Judaism as ""What is hateful to you, do not do to your neighbor.""","_Hillel_ the Elder [or _Hillel HaZaken_]","The Talmud also contains the story of Yohanan ben Zakkai, who escaped the besieged Jerusalem to talk to Vespasian by doing this.","He _fake_d his _death_. [accept any answers that refer to him _pretending to be dead_ or being _carried out of the city in a coffin_]","Religion - Judeo-Christian","Hankin","True","Packet 02","999","","9604"
"For 10 points each, answer the following about the twelve labors of Heracles.","Hercules was set his labors by this King of Tiryns, his mean little cousin, who got to be a king instead of Hercules because Hera caused him to be born first. Ashamed after Heracles actually completed the twelve labors, this man tried to kill Heracles's children.","_Eurystheus_","With his nephew Iolaus, Hercules went to Lerna and killed this many-headed monster, which grew two new heads every time one of its heads was chopped off. ","Lernean _Hydra_","Description acceptable: to kill the Stymphalian birds, Heracles used his bow and arrows dipped with Hydra poision and this other object. This object was given to Heracles by Athena and frightened the birds.","bronze _noisemaker_s [accept _clapper_s or _rattle_s or _castanet_s or _shaker_s or any answers describing an object you shake or hit or make noise with; accept _~krotala~_]","Myth - Myth","Hankin","True","Packet 13","999","","9605"
"For 10 points each, answer the following about Mordred in the ~Historia regnum Britanniae~.","He was the nephew of this king, who pulled a sword from a stone and led the Knights of the Round Table.","King _Arthur_","This author of ~Historia regnum Britanniae~, or ~History of the Kings of Britain~, wrote that while Arthur was abroad and Mordred was regent, Mordred seized the throne and began ""living adulterously"" with Guinevere. This author went on to say that ""[a]bout this particular matter,"" he ""prefer[red] to say nothing.""","_Geoffrey_ of Monmouth, Bishop of St. Asaph [accept _Galfridus_ Arturus Monemutensi; accept _Gaufridus_]","Soon after leaving Mordred as regent, Arthur fought the giant of Mont-Saint-Michel. Before the battle, Arthur had a dream about a dragon fighting this animal. ","__ a _bear_","Myth - Myth","Hankin","True","Packet 08","999","Hbunker: Make last part harder by asking for just bear||","9606"
"You are a music lover in medieval Europe. Give the following about what you might listen to, for 10 points each.","If you attend Church services, you can hear the mass sung in a ""chant"" named after the first pope of this name.","_Gregory_ [or _Gregorius_; accept _Gregorian_ chant]","Perhaps you're a fan of this woman, whose poems set to music were collected in ~Symphony of the Harmony of Celestial Revelations~. You might also see her morality play -- the first in history -- ~Ordo virtutum~, and enjoy its many melodies. Maybe you even get yourself a copy of ~Scivias~, which contains her mystical/prophetic visions.","Saint _Hildegard_ of Bingen [or _Hildegard von Bingen_]","If you're growing up in the 1300s, your elders may be dismayed that you listen to music in this style. Guillaume de Machaut was a leading composer in this style, whose name was coined in a 1320 treatise by Philippe de Vitry.","_~Ars Nova~_ [or _New Art_]","Arts - Classical Music","Hankin","False","Packet 16","999","","9607"
"In one piece by this composer, the chorus repeats ""And He shall reign forever and ever."" For 10 points each:","Name this German-British composer, who included the ""Hallelujah Chorus"" in his ~Messiah~.","George Frideric _Handel_ [or Georg Friederich _Händel_]","This piece by Handel initially featured no string instruments, as it premiered at an outdoor festival. Its movements include ""La Paix"" and ""La Réjouissance.""","_~Music for the Royal Fireworks~_ [or _~Royal Fireworks Music~_]","Handel had earlier celebrated the 1714 Treaty of Utrecht with a setting -- in English translation -- of this Latin hymn of praise. Handel later set this hymn to celebrate the victory at Dettingen; at the end of that setting, a 3/4 ~Andante~ section gives way to a last, common-time Grave declaration of ""let me never be confounded.""","_~Te Deum~_ [accept _~You Are God~_: we praise you or _~We praise thee, O God~_, or similar answers; accept ~_Utrecht Te Deum_ and Jubilate~ or _~Dettingen Te Deum~_]","Arts - Classical Music","Hankin","False","Packet 04","999","","9608"
"This composer's short keyboard work ~Solfeggietto in C minor~ is unusually monophonic, while his other keyboard works include ~La Caroline~ and ~La Philippine~ may be named for his daughter. For 10 points each: ","Name this author of an ~Essay on the True Art of Playing Keyboard Instruments~, who composed ~The Israelites in the Desert~ during his stay in Hamburg and a set of sonatas for his patron in Berlin, Frederick the Great.","Carl Philipp _E_mmanuel _Bach_ [prompt on __Bach__ or __C. Bach__ or __Hamburg Bach__ or __Berlin Bach__]","~The Israelites in the Desert~ is a piece in this genre, also the genre of Haydn's ~Creation~ and ~The Seasons~.","_oratorio_s","C.P.E. Bach was a composer in the style of ~Empfindsamkeit~, translated as ""sensibility"" or ""sentiment."" ~Empfindsamkeit~ was similar to a style with this French name that bridged the Baroque and Classical eras, which can be thought of as the musical equivalent of Rococo.","_~galant~_","Arts - Classical Music","Hankin","False","Packet 08","999","Hbunker: Is there a more interesting third part can be made? ||","9609"
